SLNo,Carpet_area,Status,Floor,Transaction_type,Year_Built,Price_per_square_feet
656,1504,Ready to Move,5,Resale,,6500
657,2400,Ready to Move,,Resale,,7708
658,2200,Ready to Move,20,Resale,,14447
659,2278,Ready to Move,,Resale,,12609
660,2400,Ready to Move,10,Resale,,12997
661,1801,Ready to Move,19,Resale,,7949
662,1112,Ready to Move,19,Resale,,10000
663,4500,Ready to Move,,Resale,,23000
664,,Under Construction,35,Resale,,11337
665,,Under Construction,34,Resale,,10306
666,1250,Ready to Move,5,Resale,,6387
667,1350,Ready to Move,5,Resale,,8387
668,1500,Ready to Move,5,New Property,,7755
669,,Ready to Move,14,Resale,,10431
670,1700,Ready to Move,7,Resale,,11389
671,,Under Construction,,Resale,,16301
672,1939,Ready to Move,,Resale,,8681
673,1600,Ready to Move,35,Resale,,10377
674,300,Ready to Move,1,Resale,,9085
675,,Under Construction,18,Resale,,6306
676,,Ready to Move,1,Resale,,10000
677,1570,Ready to Move,5,Resale,,8425
678,2400,Ready to Move,,Resale,,10600
679,1236,Ready to Move,15,Resale,,10739
680,910,Ready to Move,11,New Property,,9431
681,,Under Construction,15,Resale,,6707
682,3300,Ready to Move,2,Resale,,6143
683,,Ready to Move,40,Resale,,10584
684,720,Ready to Move,2,Resale,,34675
685,5200,Ready to Move,2,Resale,,3833
686,2200,Ready to Move,,Resale,,5926
687,2195,Ready to Move,2,Resale,,12917
688,,Under Construction,,Resale,,10045
689,2500,Ready to Move,1,Resale,,8929
690,200,Ready to Move,1,Resale,,13114
691,2400,Ready to Move,,Resale,,8935
692,,Under Construction,43,Resale,,7479
693,1600,Ready to Move,5,Resale,,8971
694,2600,Ready to Move,20,Resale,,12251
695,2150,Ready to Move,19,Resale,,12522
696,350,Ready to Move,1,Resale,,18088
697,,Under Construction,25,Resale,,10360
698,1250,Under Construction,27,Resale,,
699,1800,Ready to Move,36,Resale,,9186
700,2000,Ready to Move,1,New Property,,5870
701,4500,Ready to Move,,Resale,,8571
702,,Under Construction,43,Resale,,7937
703,2919,Ready to Move,,Resale,,9200
704,2300,Ready to Move,2,Resale,,6667
705,1900,Ready to Move,,New Property,,12821
706,1900,Ready to Move,5,Resale,,7500
707,1800,Ready to Move,13,Resale,,8272
708,1950,Ready to Move,5,Resale,,
709,,Ready to Move,2,Resale,,13820
710,1623,Ready to Move,5,Resale,,6965
711,,Ready to Move,22,Resale,,8924
712,2000,Ready to Move,5,New Property,,7188
713,1200,Ready to Move,10,Resale,,7985
714,2700,Ready to Move,,Resale,,5667
715,1600,Ready to Move,5,Resale,,6000
716,,Ready to Move,5,Resale,,15000
717,1700,Ready to Move,20,Resale,,9091
718,,Under Construction,35,Resale,,8998
719,2600,Ready to Move,2,Resale,,4630
720,2500,Ready to Move,5,New Property,,6501
721,,Ready to Move,,Resale,,10101
722,3150,Ready to Move,9,Resale,,12308
723,2500,Ready to Move,18,Resale,,9506
724,1100,Ready to Move,1,Resale,,16308
725,,Ready to Move,14,Resale,,8166
726,450,Ready to Move,,Resale,,23641
727,2600,Ready to Move,2,Resale,,
728,182,Ready to Move,,Resale,,8772
729,2418,Ready to Move,,Resale,,8844
730,,Under Construction,4,Resale,,6466
731,1433,Ready to Move,19,Resale,,12658
732,1200,Ready to Move,1,Resale,,10370
733,,Ready to Move,10,Resale,,12821
734,1750,Ready to Move,5,Resale,,6389
735,,Under Construction,,Resale,,7938
736,1450,Ready to Move,5,New Property,,6129
737,1200,Ready to Move,5,Resale,,8054
738,1190,Ready to Move,5,Resale,,9375
739,1156,Ready to Move,14,Resale,,9639
740,1669,Ready to Move,,Resale,,13300
741,988,Ready to Move,11,Resale,,7336
742,,Under Construction,,Resale,,7246
743,1500,Under Construction,26,Resale,,10604
744,,Ready to Move,,Resale,,30075
745,,Ready to Move,4,Resale,,5581
746,,Ready to Move,5,Resale,,7962
747,1260,Ready to Move,,Resale,,14815
748,,Ready to Move,14,Resale,,8232
749,1100,Ready to Move,5,Resale,,6759
750,,Ready to Move,5,Resale,,8137
751,,Ready to Move,10,New Property,,7985
752,2156,Ready to Move,14,Resale,,7957
753,2000,Ready to Move,,Resale,,5909
754,3258,Ready to Move,2,Resale,,21368
755,1050,Ready to Move,1,Resale,,10000
756,,Ready to Move,3,Resale,,12000
757,1900,Under Construction,30,Resale,,9962
758,1900,Ready to Move,,Resale,,6400
759,5100,Ready to Move,,Resale,,26720
760,2121,Ready to Move,,Resale,,10277
761,222,Ready to Move,1,Resale,,13313
762,931,Under Construction,33,New Property,,7834
763,,Ready to Move,22,Resale,,9121
764,2500,Ready to Move,,Resale,,5600
765,,Ready to Move,5,Resale,,8891
766,1470,Ready to Move,5,Resale,,7613
767,2369,Ready to Move,20,Resale,,12880
768,2750,Ready to Move,10,Resale,,14493
769,4800,Ready to Move,4,Resale,,7607
770,1149,Ready to Move,1,Resale,,12000
771,3456,Ready to Move,7,Resale,,12778
772,,Ready to Move,,Resale,,6250
773,,Ready to Move,9,New Property,,6940
774,1700,Under Construction,4,Resale,,6471
775,2509,Ready to Move,6,Resale,,8077
776,1450,Ready to Move,,Resale,,7253
777,,Ready to Move,29,Resale,,9976
778,,Under Construction,30,Resale,,7602
779,2500,Ready to Move,19,Resale,,15800
780,1730,Ready to Move,9,Resale,,15850
781,2000,Ready to Move,14,Resale,,7594
782,1600,Under Construction,29,Resale,,7319
783,,Ready to Move,,Resale,,6760
784,5400,Ready to Move,,New Property,,22727
785,1520,Ready to Move,1,Resale,,8025
786,,Ready to Move,18,Resale,,5333
787,,Ready to Move,11,Resale,,7009
788,1740,Ready to Move,30,Resale,,10054
789,,Ready to Move,40,Resale,,10000
790,,Under Construction,32,Resale,,11837
791,892,Ready to Move,15,New Property,,9956
792,3000,Ready to Move,,Resale,,5250
793,,Ready to Move,9,Resale,,7500
794,2800,Ready to Move,3,Resale,,4933
795,1600,Ready to Move,5,Resale,,7059
796,2500,Ready to Move,1,New Property,,23333
797,1900,Ready to Move,22,Resale,,9231
798,1308,Ready to Move,5,Resale,,7692
799,,Ready to Move,5,Resale,,8368
800,3200,Ready to Move,30,Resale,,10000
801,,Ready to Move,2,Resale,,10000
802,2500,Ready to Move,,Resale,,7586
803,,Ready to Move,4,Resale,,20492
804,,Ready to Move,,Resale,,6987
805,,Ready to Move,9,Resale,,7250
806,1734,Ready to Move,30,Resale,,11996
807,865,Under Construction,33,Resale,,7908
808,2200,Ready to Move,,Resale,,10000
809,1400,Ready to Move,24,Resale,,13245
810,3000,Ready to Move,1,Resale,,12500
811,1072,Ready to Move,6,Resale,,
812,1250,Ready to Move,5,Resale,,6897
813,3200,Ready to Move,,Resale,,6250
814,,Ready to Move,1,Resale,,7663
815,,Ready to Move,34,Resale,,11475
816,1820,Ready to Move,9,Resale,,8022
817,,Ready to Move,1,Resale,,17689
818,1600,Ready to Move,12,Resale,,9855
819,,Under Construction,29,Resale,,10630
820,1550,Under Construction,5,Resale,,7500
821,1525,Ready to Move,5,Resale,,8525
822,100,Ready to Move,2,Resale,,12963
823,1250,Ready to Move,5,Resale,,6889
824,,Ready to Move,15,New Property,,6952
825,,Under Construction,17,Resale,,8012
826,1850,Ready to Move,15,Resale,,9422
827,,Under Construction,,Resale,,6300
828,,Ready to Move,34,Resale,,11193
829,2160,Under Construction,,Resale,,6875
830,820,Ready to Move,1,New Property,,11111
831,,Ready to Move,12,Resale,,9593
832,,Ready to Move,3,Resale,,8759
833,1555,Under Construction,5,Resale,,6500
834,,Under Construction,33,Resale,,7761
835,1300,Ready to Move,15,Resale,,6714
836,900,Ready to Move,21,Resale,,13939
837,1415,Ready to Move,5,Resale,,12506
838,,Ready to Move,36,Resale,,9344
839,,Ready to Move,6,Resale,,10972
840,1100,Ready to Move,1,Resale,,11200
841,4300,Ready to Move,,New Property,,15581
842,1350,Ready to Move,5,Resale,,9118
843,1889,Ready to Move,,Resale,,10354
844,2360,Ready to Move,,Resale,,17052
845,1335,Ready to Move,35,Resale,,11225
846,,Ready to Move,1,Resale,,8429
847,4500,Ready to Move,,Resale,,17895
848,2290,Ready to Move,10,Resale,,10781
849,2000,Ready to Move,,Resale,,
850,,Ready to Move,9,Resale,,8210
851,1400,Ready to Move,3,Resale,,6444
852,,Ready to Move,1,Resale,,7130
853,3000,Ready to Move,25,Resale,,10280
854,1550,Ready to Move,5,Resale,,6129
855,1300,Ready to Move,15,Resale,,10923
856,1700,Ready to Move,5,Resale,,8564
857,2000,Ready to Move,2,Resale,,
858,,Ready to Move,36,Resale,,9906
859,1800,Ready to Move,4,Resale,,8021
860,1300,Ready to Move,1,Resale,,23750
861,1800,Ready to Move,9,Resale,,7501
862,1375,Ready to Move,24,Resale,,17500
863,3800,Ready to Move,,Resale,,18750
864,2000,Ready to Move,35,Resale,,9750
865,,Ready to Move,36,Resale,,9029
866,3000,Ready to Move,,Resale,,15582
867,1396,Ready to Move,18,Resale,,11522
868,1800,Ready to Move,5,Resale,,6875
869,1600,Ready to Move,5,Resale,,5625
870,,Ready to Move,2,Resale,,9100
871,,Ready to Move,,Resale,,18133
872,3100,Ready to Move,3,Resale,,8951
873,2600,Ready to Move,,Resale,,12692
874,2400,Ready to Move,,Resale,,
875,2942,Ready to Move,,Resale,,15976
876,1500,Ready to Move,5,Resale,,9630
877,1615,Ready to Move,5,Resale,,7059
878,1361,Ready to Move,34,Resale,,11475
879,1565,Ready to Move,13,New Property,,9009
880,4800,Ready to Move,3,Resale,,
881,2800,Under Construction,,Resale,,13206
882,1651,Ready to Move,9,Resale,,8338
883,2200,Ready to Move,2,Resale,,7174
884,1560,Ready to Move,20,Resale,,10833
885,1335,Ready to Move,22,Resale,,13500
886,1400,Ready to Move,1,Resale,,9375
887,,Ready to Move,30,Resale,,11035
888,3500,Under Construction,,Resale,,8571
889,1219,Ready to Move,4,Resale,,7241
890,,Ready to Move,5,Resale,,18400
891,500,Ready to Move,,Resale,,12500
892,1900,Ready to Move,5,Resale,,8571
893,1700,Ready to Move,6,Resale,,7151
894,2100,Ready to Move,12,Resale,,9286
895,1095,Ready to Move,14,Resale,,8108
896,3335,Ready to Move,,Resale,,11237
897,,Ready to Move,3,Resale,,16296
898,1486,Ready to Move,5,Resale,,8951
899,,Ready to Move,,Resale,,10989
900,,Under Construction,42,Resale,,11753
901,1808,Ready to Move,42,New Property,,17469
902,1600,Ready to Move,8,Resale,,9381
903,3611,Ready to Move,,Resale,,
904,1200,Ready to Move,5,Resale,,7200
905,1200,Ready to Move,7,Resale,,7700
906,1550,Ready to Move,5,New Property,,8030
907,1700,Ready to Move,5,Resale,,8807
908,3000,Ready to Move,4,New Property,,14000
909,,Ready to Move,29,Resale,,10215
910,1700,Ready to Move,30,Resale,,13631
911,900,Ready to Move,,Resale,,9291
912,2200,Ready to Move,2,Resale,,8750
913,1690,Ready to Move,5,Resale,,7500
914,1500,Ready to Move,5,New Property,,6406
915,,Ready to Move,5,Resale,,7826
916,2000,Ready to Move,1,Resale,,4773
917,1956,Ready to Move,16,Resale,,12285
918,1270,Ready to Move,5,Resale,,9507
919,,Ready to Move,34,Resale,,10072
920,7600,Ready to Move,1,Resale,,9025
922,3800,Ready to Move,,New Property,,15000
923,,Ready to Move,15,Resale,,10739
924,,Ready to Move,14,Resale,,9538
925,1350,Ready to Move,14,New Property,,9630
926,,Under Construction,26,New Property,,11518
927,3800,Ready to Move,,Resale,,9000
928,767,Ready to Move,15,Resale,,10818
929,,Ready to Move,19,Resale,,9500
930,1750,Ready to Move,5,Resale,,5556
931,,Under Construction,16,New Property,,10234
932,2111,Ready to Move,10,Resale,,6778
933,2000,Ready to Move,22,Resale,,9671
934,150,Ready to Move,1,Resale,,5889
935,,Ready to Move,15,Resale,,9443
936,,Ready to Move,30,Resale,,13976
937,3600,Ready to Move,2,Resale,,
938,1023,Ready to Move,24,Resale,,10577
939,,Under Construction,5,Resale,,7667
940,2700,Ready to Move,,New Property,,12131
941,,Ready to Move,,Resale,,15833
942,1400,Ready to Move,,Resale,,8276
943,2465,Ready to Move,2,Resale,,8577
944,3103,Ready to Move,,Resale,,10000
945,2560,Ready to Move,14,Resale,,10926
946,2500,Ready to Move,2,Resale,,3767
947,1896,Ready to Move,,Resale,,11275
948,1350,Ready to Move,1,Resale,,7443
949,1800,Ready to Move,5,Resale,,7898
950,,Ready to Move,,Resale,,7052
951,1904,Ready to Move,5,Resale,,7090
952,1250,Ready to Move,3,Resale,,11111
953,2000,Ready to Move,12,Resale,,10000
954,1740,Ready to Move,29,Resale,,10054
955,3400,Ready to Move,,Resale,,13333
956,1374,Ready to Move,5,Resale,,9461
957,3050,Ready to Move,14,New Property,,9524
958,,Ready to Move,1,Resale,,12771
959,200,Ready to Move,1,New Property,,12484
960,1194,Ready to Move,10,New Property,,7770
961,,Under Construction,40,Resale,,6832
962,2022,Ready to Move,1,Resale,,4113
963,1650,Ready to Move,6,Resale,,13110
964,130,Ready to Move,3,Resale,,23704
965,,Ready to Move,22,Resale,,10012
966,1800,Ready to Move,2,Resale,,6000
967,3000,Ready to Move,,New Property,,12626
968,1600,Ready to Move,,Resale,,8333
969,1647,Ready to Move,,Resale,,8636
970,1350,Ready to Move,4,Resale,,7636
971,3600,Ready to Move,,Resale,,12375
972,2400,Ready to Move,,Resale,,4810
973,1250,Ready to Move,1,Resale,,8889
974,550,Ready to Move,1,Resale,,6556
975,150,Ready to Move,1,Resale,,14327
976,3000,Ready to Move,,Resale,,10323
977,2000,Ready to Move,2,Resale,,14286
978,914,Under Construction,14,Resale,,7321
979,1752,Ready to Move,5,Resale,,11825
980,1890,Ready to Move,5,Resale,,5503
981,1400,Ready to Move,22,Resale,,9540
982,,Ready to Move,9,Resale,,10491
983,210,Ready to Move,2,Resale,,12077
984,3720,Ready to Move,,Resale,,17763
985,3767,Under Construction,,Resale,,11946
986,1200,Ready to Move,5,Resale,,8361
987,1600,Ready to Move,34,Resale,,10163
988,,Ready to Move,9,Resale,,9121
989,2654,Ready to Move,2,Resale,,13276
990,3900,Ready to Move,,Resale,,8780
991,1150,Ready to Move,5,Resale,,8733
992,1900,Ready to Move,5,New Property,,9000
993,1400,Ready to Move,4,Resale,,9448
994,2100,Ready to Move,2,Resale,,6136
995,167,Ready to Move,,Resale,,8250
996,3500,Ready to Move,30,Resale,,8690
997,1700,Ready to Move,5,Resale,,9582
998,2800,Under Construction,,Resale,,
999,2625,Ready to Move,6,Resale,,11429
1000,1800,Ready to Move,6,Resale,,7027
1001,2200,Ready to Move,14,New Property,,10989
1002,930,Ready to Move,1,New Property,,12593
1003,,Under Construction,10,Resale,,8032
1004,,Ready to Move,1,Resale,,11481
1005,272,Ready to Move,1,Resale,,5321
1006,,Under Construction,2,New Property,,5370
1007,130,Ready to Move,3,Resale,,3472
1008,,Under Construction,5,Resale,,7945
1009,1500,Ready to Move,4,Resale,,9400
1010,,Under Construction,,Resale,,8255
1011,1400,Ready to Move,5,Resale,,7947
1012,1300,Ready to Move,9,Resale,,6965
1013,2100,Ready to Move,,Resale,,9358
1014,1685,Ready to Move,17,Resale,,12037
1015,3400,Ready to Move,2,Resale,,4167
1016,1116,Ready to Move,5,Resale,,6562
1017,400,Ready to Move,1,Resale,,33333
1018,,Ready to Move,13,Resale,,10989
1019,,Under Construction,5,New Property,,6098
1020,1400,Ready to Move,4,Resale,,7812
1021,,Ready to Move,,Resale,,6313
1022,1550,Ready to Move,,Resale,,12424
1023,1560,Ready to Move,10,New Property,,10100
1024,,Ready to Move,15,Resale,,10597
1025,3000,Ready to Move,2,Resale,,10000
1026,1095,Ready to Move,,Resale,,10879
1027,3420,Ready to Move,20,Resale,,13714
1028,1710,Under Construction,10,Resale,,
1029,1710,Ready to Move,15,Resale,,10039
1030,4000,Ready to Move,,Resale,,9936
1031,1988,Ready to Move,,Resale,,9524
1032,1400,Ready to Move,30,Resale,,10631
1033,920,Ready to Move,30,Resale,,11796
1034,120,Ready to Move,1,Resale,,10370
1035,1612,Ready to Move,5,Resale,,6268
1036,1400,Ready to Move,1,Resale,,9706
1037,2850,Ready to Move,4,Resale,,
1038,,Ready to Move,15,Resale,,10206
1039,,Ready to Move,,Resale,,9412
1040,200,Ready to Move,1,New Property,,11765
1041,,Under Construction,15,Resale,,7500
1042,,Ready to Move,15,Resale,,10764
1043,,Ready to Move,,Resale,,9565
1044,4700,Ready to Move,,New Property,,7300
1045,3400,Ready to Move,2,Resale,,16000
1046,2100,Ready to Move,,New Property,,13182
1047,1500,Ready to Move,6,Resale,,6500
1048,1780,Ready to Move,,Resale,,6915
1049,1500,Ready to Move,1,Resale,,
1050,2100,Ready to Move,7,New Property,,6629
1051,1800,Ready to Move,11,Resale,,6366
1052,1500,Ready to Move,10,Resale,,6688
1053,1699,Ready to Move,,Resale,,9714
1054,2100,Ready to Move,,Resale,,5909
1055,1598,Ready to Move,5,Resale,,6576
1056,,Ready to Move,25,Resale,,11224
1057,1824,Ready to Move,,Resale,,13684
1058,1600,Ready to Move,5,Resale,,7059
1059,,Ready to Move,5,Resale,,8190
1060,1800,Under Construction,5,Resale,,6000
1061,2400,Ready to Move,14,Resale,,13454
1062,1100,Ready to Move,,Resale,,18333
1063,2000,Ready to Move,,Resale,,6301
1064,150,Ready to Move,1,Resale,,11481
1065,,Under Construction,10,Resale,,7102
1066,1600,Ready to Move,5,Resale,,5807
1067,1200,Ready to Move,1,Resale,,7778
1068,1000,Ready to Move,4,Resale,,9766
1069,1400,Ready to Move,9,Resale,,8803
1070,1774,Ready to Move,30,Resale,,7204
1071,2200,Ready to Move,5,New Property,,7500
1072,9000,Ready to Move,4,Resale,,9091
1073,3500,Ready to Move,,Resale,,14180
1074,1900,Ready to Move,5,Resale,,4657
1075,3580,Ready to Move,,New Property,,15000
1076,1015,Ready to Move,5,New Property,,5299
1077,,Ready to Move,14,Resale,2022,9600
1078,2020,Under Construction,22,New Property,2017,13370
1079,,Under Construction,19,New Property,2023,7302
1080,927,Under Construction,14,New Property,2018,7368
1081,2400,Ready to Move,16,Resale,2000,12086
1082,1273,Ready to Move,4,New Property,2010,5852
1083,890,Ready to Move,5,New Property,2019,3800
1084,1810,Ready to Move,16,Resale,2003,12055
1085,636,Ready to Move,20,Resale,2023,8492
1086,740,Ready to Move,30,Resale,2015,11342
1087,1900,Ready to Move,5,New Property,2011,9538
1088,6800,Ready to Move,34,New Property,2010,15898
1089,,Under Construction,13,New Property,2010,6120
1090,1275,Under Construction,22,New Property,2013,9215
1091,1230,Under Construction,22,New Property,2016,9524
1092,1320,Ready to Move,17,Resale,2019,13804
1093,,Ready to Move,32,Resale,2007,14273
1094,1270,Ready to Move,31,Resale,2014,14599
1095,,Ready to Move,25,Resale,2014,13290
1096,1300,Ready to Move,14,Resale,2006,13982
1097,1550,Ready to Move,10,Resale,2008,9091
1098,701,Ready to Move,12,Resale,2008,8829
1099,3300,Ready to Move,14,New Property,1978,15766
1100,850,Ready to Move,14,Resale,2008,8333
1101,1500,Ready to Move,9,Resale,2010,11299
1102,1000,Ready to Move,17,Resale,2006,6250
1103,1490,Ready to Move,37,Resale,2004,18462
1104,754,Under Construction,13,New Property,2015,6000
1105,1000,Under Construction,10,New Property,,11229
1106,1250,Under Construction,18,New Property,2006,13680
1107,990,Ready to Move,4,New Property,,4927
1108,,Feb '30,,New Property,2000,10888
1109,1210,Ready to Move,4,New Property,,8500
1110,,Ready to Move,,New Property,,8596
1111,,Under Construction,13,New Property,1988,10840
1112,877,Under Construction,4,New Property,2016,6986
1113,,Under Construction,4,New Property,,6000
1114,1319,Under Construction,14,New Property,2012,6625
1115,,Jun '25,,New Property,,6400
1116,,Jan '27,,New Property,,14564
1117,850,Under Construction,5,New Property,,7982
1118,,Under Construction,28,New Property,2010,8575
1119,,Ready to Move,,New Property,,13550
1120,,Dec '24,,New Property,,6800
1121,,Under Construction,12,New Property,1988,13875
1122,,Ready to Move,3,New Property,,10500
1123,,Ready to Move,,New Property,2012,7884
1124,716,Under Construction,4,New Property,1999,9499
1125,,Under Construction,4,New Property,2017,3939
1126,,Ready to Move,10,New Property,2009,8000
1127,750,Ready to Move,16,Resale,2000,14327
1128,,Dec '28,,New Property,,9500
1129,,Dec '26,,New Property,2006,8582
1130,,Ready to Move,10,New Property,1999,8678
1131,,Under Construction,4,New Property,,7181
1132,,Ready to Move,4,New Property,,6407
1133,,Jan '29,,New Property,2002,9833
1134,980,Under Construction,5,New Property,,6585
